City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
347,Salalah,OM,17.0151,54.0924,77.0,78,0,3.44,clear sky
348,Marau,BR,-28.4492,-52.2,68.14,64,40,3.24,scattered clouds
349,Tessalit,ML,20.1986,1.0114,79.39,5,0,7.9,clear sky
350,Kant,IN,27.8,79.8,75.83,19,38,8.72,scattered clouds
351,Baghdad,IQ,33.3406,44.4009,66.2,39,0,5.75,clear sky
352,Baiao,BR,-2.7906,-49.6717,77.94,82,83,1.25,broken clouds
353,Coruripe,BR,-10.1256,-36.1756,77.76,74,36,8.21,scattered clouds
354,Sfantu Gheorghe,RO,45.8667,25.7833,39.0,77,100,1.99,light rain
355,Airai,TL,-8.9266,125.4092,64.74,79,77,0.56,broken clouds
356,Kalmunai,LK,7.4167,81.8167,76.5,83,64,1.45,broken clouds
357,San Andres,CO,12.5847,-81.7006,86.0,62,40,11.5,scattered clouds
358,Moron,AR,-34.6534,-58.6198,75.99,79,14,4.0,few clouds
359,Cayenne,GF,4.9333,-52.3333,81.0,100,75,4.61,broken clouds
360,Rincon,US,32.296,-81.2354,80.6,22,1,6.91,smoke
361,Derzhavinsk,KZ,51.1,66.3167,36.93,98,98,9.13,overcast clouds
362,Koungheul,SN,13.9833,-14.8,91.24,21,0,2.15,clear sky
363,Nanortalik,GL,60.1432,-45.2371,34.52,98,100,12.33,overcast clouds
364,Maneadero,MX,31.7167,-116.5667,64.0,77,100,3.0,overcast clouds
365,Saint-Augustin,CA,51.226,-58.6502,39.15,97,100,15.7,overcast clouds
366,Mwadui,TZ,-3.55,33.6,65.12,95,100,4.72,moderate rain
367,Pacific Grove,US,36.6177,-121.9166,57.2,62,1,10.36,clear sky
368,Palana,RU,59.1167,159.9667,18.14,88,100,6.24,light snow
369,Trairi,BR,-3.2778,-39.2689,80.13,79,87,9.78,overcast clouds
370,Ancud,CL,-41.8697,-73.8203,55.99,94,40,12.66,moderate rain
371,Sinnamary,GF,5.3833,-52.95,78.35,85,89,10.04,overcast clouds
372,Roma,US,43.2128,-75.4557,60.8,17,1,13.8,clear sky
373,Avera,US,33.194,-82.5271,80.6,22,1,5.75,clear sky
374,Bosaso,SO,11.2842,49.1816,79.11,45,99,5.95,overcast clouds
375,Murgab,TM,37.4966,61.9714,55.4,67,90,4.61,overcast clouds
376,Rockland,US,41.1668,-74.0496,64.99,15,1,12.66,clear sky
377,Tula,RU,54.2044,37.6111,36.77,86,100,7.31,overcast clouds
378,Sinnai,IT,39.3042,9.2036,55.0,76,0,8.05,clear sky
379,Marsa Matruh,EG,31.3525,27.2453,62.6,88,0,11.5,clear sky
380,Silivri,TR,41.0802,28.226,55.0,94,40,11.5,scattered clouds
381,Mecca,SA,21.4267,39.8261,78.4,45,1,2.1,clear sky
382,Hellvik,NO,59.9156,5.781,39.0,87,75,8.05,broken clouds
383,Bambanglipuro,ID,-7.95,110.2833,76.05,89,97,4.5,heavy intensity rain
384,Fairbanks,US,64.8378,-147.7164,15.01,67,1,3.44,clear sky
385,Siddipet,IN,18.1,78.85,75.72,57,5,8.23,clear sky
386,Zyryanka,RU,65.75,150.85,-2.49,84,100,9.44,overcast clouds
387,Atar,MR,20.5169,-13.0499,82.18,21,8,7.74,clear sky
388,Amapa,BR,1.0,-52.0,72.7,98,100,2.33,overcast clouds
389,Beachwood,US,41.4645,-81.5087,75.99,40,20,4.61,few clouds
390,North Bend,US,43.4065,-124.2243,61.0,71,1,21.85,clear sky
391,Ugoofaaru,MV,5.6667,73.0,82.72,70,80,7.38,broken clouds
392,Barcelos,PT,41.5388,-8.6151,57.0,93,0,4.61,clear sky
393,Melfort,CA,52.8667,-104.6177,57.2,28,30,9.22,scattered clouds
394,Kedrovka,RU,55.5333,86.05,33.8,80,0,8.95,clear sky
395,Diego De Almagro,CL,-26.3667,-70.05,69.67,46,2,4.41,clear sky
396,Atherton,GB,53.5237,-2.4935,33.01,71,10,7.9,clear sky
397,Aksarka,RU,66.5606,67.7975,22.44,95,100,6.51,overcast clouds
398,Thinadhoo,MV,0.5333,72.9333,83.66,60,79,7.05,broken clouds
399,Lembeni,TZ,-3.7833,37.6167,67.59,91,98,4.29,overcast clouds
400,Kholm-Zhirkovskiy,RU,55.5189,33.4731,32.14,92,100,5.3,light snow
401,Auki,SB,-8.7676,160.7034,78.78,84,100,6.96,overcast clouds
402,Codrington,AU,-38.2667,141.9667,58.75,73,12,6.35,few clouds
403,Cuamba,MZ,-14.8031,36.5372,63.79,89,2,5.44,clear sky
404,Deputatskiy,RU,69.3,139.9,-7.91,96,84,1.45,broken clouds
405,Jacmel,HT,18.2342,-72.5347,82.4,69,75,10.36,broken clouds
406,Carlsbad,US,33.1581,-117.3506,71.6,52,1,6.91,clear sky
407,Miyang,CN,24.4042,103.4428,54.16,89,86,3.2,overcast clouds
408,Narasannapeta,IN,18.4167,84.05,76.06,84,37,5.41,scattered clouds
409,Honningsvag,NO,70.9821,25.9704,32.2,88,100,24.27,light snow
410,Bay Roberts,CA,47.5999,-53.2648,37.99,100,100,5.99,overcast clouds
411,Rawson,AR,-43.3002,-65.1023,65.89,88,100,11.61,light rain
412,Kenora,CA,49.8167,-94.4337,51.8,32,75,9.22,broken clouds
413,Ust-Kulom,RU,61.6864,53.6902,32.04,92,96,5.48,overcast clouds
414,Inhambane,MZ,-23.865,35.3833,72.27,72,26,9.42,scattered clouds
415,Baijiantan,CN,45.6333,85.1833,52.05,51,48,3.31,scattered clouds
416,Chokwe,MZ,-24.5333,32.9833,64.63,84,0,3.22,clear sky
417,Mount Gambier,AU,-37.8333,140.7667,51.8,100,9,5.84,clear sky
418,Nishihara,JP,26.1842,127.7558,68.0,60,20,18.41,few clouds
419,Kars,TR,40.602,43.095,37.4,70,0,5.75,clear sky
420,Juneau,US,58.3019,-134.4197,37.4,87,90,12.66,light rain
421,Hofn,IS,64.2539,-15.2082,23.2,60,100,2.04,overcast clouds
422,Sharan,RU,54.8167,54.0,35.71,95,100,10.96,overcast clouds
423,Kuytun,RU,54.3419,101.5036,31.23,98,100,5.08,overcast clouds
424,Port Hawkesbury,CA,45.6169,-61.3485,44.6,87,90,5.75,overcast clouds
425,Kovvur,IN,17.0167,81.7333,75.25,84,17,3.11,few clouds
426,Qaqortoq,GL,60.7167,-46.0333,35.6,87,75,1.14,broken clouds
427,Qui Nhon,VN,13.7667,109.2333,73.67,92,99,6.31,overcast clouds
428,Byron Bay,AU,-28.65,153.6167,71.6,88,90,11.5,light rain
429,Kijang,KR,35.2442,129.2139,55.4,41,0,5.75,clear sky
430,Varadero,CU,23.1536,-81.2514,77.0,61,40,17.27,scattered clouds
431,Neuquen,AR,-38.9516,-68.0591,77.0,41,40,5.75,scattered clouds
432,Son La,VN,21.3167,103.9,64.22,98,88,2.01,overcast clouds
433,Hervey Bay,AU,-25.2986,152.8535,73.99,86,92,4.0,overcast clouds
434,Perth,AU,-31.9333,115.8333,68.0,82,0,4.61,clear sky
435,Kiruna,SE,67.8557,20.2251,28.4,74,20,19.57,few clouds
436,Alyangula,AU,-13.8483,136.4192,75.2,88,91,4.61,overcast clouds
437,Santa Vitoria Do Palmar,BR,-33.5189,-53.3681,67.53,88,9,7.54,clear sky
438,Barsovo,RU,61.1667,73.1667,33.8,100,75,15.66,light snow
439,Krasnyy Yar,RU,46.5331,48.3456,41.0,75,0,6.71,clear sky
440,Mitchell,US,43.7094,-98.0298,46.4,81,90,21.85,light rain
441,Samfya,ZM,-11.3649,29.5565,64.2,89,59,9.4,broken clouds
442,Smithers,CA,54.7804,-127.1743,46.4,46,90,8.05,overcast clouds
443,Kutum,SD,14.2,24.6667,74.34,12,0,7.74,clear sky
444,Jinchang,CN,38.4953,102.1739,41.47,65,78,3.36,broken clouds
445,Aripuana,BR,-9.1667,-60.6333,75.34,92,96,2.13,overcast clouds
446,Livani,LV,56.3543,26.1758,30.25,90,63,5.53,broken clouds
447,Ajaccio,FR,42.0,8.9167,50.0,62,90,3.44,overcast clouds
448,Tobol,KZ,52.6844,62.5794,32.54,98,100,6.91,overcast clouds
449,Kaeo,NZ,-35.1,173.7833,70.0,71,100,4.0,overcast clouds
450,Ambilobe,MG,-13.2,49.05,74.14,95,97,2.66,light rain
451,Adamas,GR,36.7333,24.4333,59.0,72,0,10.36,clear sky
452,Mayo,US,38.8876,-76.5119,66.2,34,1,6.91,clear sky
453,Aksarayskiy,RU,46.7924,48.0119,41.0,75,0,6.71,clear sky
454,Longyearbyen,SJ,78.2186,15.6401,12.2,57,75,24.16,broken clouds
455,Seoul,KR,37.5683,126.9778,44.6,87,2,1.14,mist
456,Alamogordo,US,32.8995,-105.9603,84.0,5,1,11.5,clear sky
457,Belle Fourche,US,44.6714,-103.8522,36.0,100,75,8.05,snow
458,Lompoc,US,34.6391,-120.4579,61.0,63,95,16.11,overcast clouds
459,Bella Union,UY,-30.2752,-57.6007,73.11,73,87,4.21,overcast clouds
460,Karaton,ID,-6.3424,106.1045,80.01,88,40,13.8,light rain
461,Bushenyi,UG,-0.5853,30.2114,59.5,93,55,0.22,broken clouds
462,Kaitangata,NZ,-46.2817,169.8464,57.33,68,100,4.59,overcast clouds
463,Bayji,IQ,34.9311,43.487,67.98,35,0,6.38,clear sky
464,Rebe,PH,7.9076,123.8155,78.64,81,100,2.95,overcast clouds
465,Dezful,IR,32.3811,48.4058,71.6,24,2,4.65,clear sky
466,Honavar,IN,14.2833,74.45,77.23,91,34,2.08,scattered clouds
467,Kamiiso,JP,41.8167,140.65,41.0,81,75,12.66,broken clouds
468,Kotagiri,IN,11.4333,76.8833,80.6,83,40,3.44,mist
469,Ust-Nera,RU,64.5667,143.2,8.28,91,95,1.59,overcast clouds
470,Miedzyrzec Podlaski,PL,51.9864,22.7825,31.08,80,60,6.78,broken clouds
471,Catuday,PH,16.2923,119.8062,78.06,71,8,12.06,clear sky
472,Kontagora,NG,10.3999,5.4695,85.87,23,3,1.36,clear sky
473,La Rioja,ES,42.25,-2.5,46.0,57,20,11.5,few clouds
474,Santa Helena,BR,-2.2311,-45.3,75.63,83,46,3.51,scattered clouds
475,Camana,PE,-16.6228,-72.7111,70.59,83,9,8.39,clear sky
476,Ballina,AU,-28.8667,153.5667,71.6,88,90,11.5,overcast clouds
477,Chapais,CA,49.7834,-74.8492,53.6,47,1,4.61,clear sky
478,Lively,CA,46.4334,-81.1498,48.2,66,90,12.66,overcast clouds
479,Te Anau,NZ,-45.4167,167.7167,56.16,67,35,0.45,scattered clouds
480,Luwuk,ID,-0.9516,122.7875,80.82,75,13,0.81,few clouds
481,Wangqing,CN,43.3218,129.7634,34.3,23,39,12.24,scattered clouds
482,Contamana,PE,-7.3333,-75.0167,74.79,96,96,1.36,overcast clouds
483,Quang Ngai,VN,15.1167,108.8,71.56,90,70,4.52,broken clouds
484,Kupang,ID,-10.1667,123.5833,77.86,79,84,4.32,broken clouds
485,Umba,RU,66.6871,34.3429,30.31,84,79,15.12,broken clouds
486,Burnie,AU,-41.0667,145.9167,60.01,84,64,1.99,broken clouds
487,Asfi,MA,32.2994,-9.2372,61.18,90,93,3.56,overcast clouds
488,Capaci,IT,38.1711,13.2393,62.01,72,20,19.57,few clouds
489,Khudumelapye,BW,-23.8833,24.75,68.13,60,59,8.63,light rain
490,Pisco,PE,-13.7,-76.2167,73.0,73,0,25.32,clear sky
491,Boende,CD,-0.2167,20.8667,71.62,94,83,1.07,broken clouds
492,Marrakesh,MA,31.6315,-8.0083,60.8,77,20,6.91,few clouds
493,Socorro,US,31.6546,-106.3033,86.0,5,75,17.27,broken clouds
494,Nueve De Julio,AR,-35.4444,-60.8831,77.0,64,2,3.0,clear sky
495,Puerto Carreno,CO,6.189,-67.4859,78.8,81,99,4.65,light rain
496,Tarakan,ID,3.3,117.6333,77.4,85,77,5.73,broken clouds
497,Kita,ML,13.0349,-9.4895,86.86,9,0,2.37,clear sky
498,Huatulco,MX,15.8436,-96.3267,84.99,70,90,9.22,overcast clouds
499,Le Tampon,RE,-21.2667,55.5167,77.0,69,0,5.75,clear sky
500,Kysyl-Syr,RU,63.8986,122.7617,-3.32,95,100,5.95,overcast clouds
501,Northam,GB,51.0333,-4.2167,39.99,74,75,5.01,broken clouds
502,Berdigestyakh,RU,62.0989,126.6992,-2.51,95,81,3.87,broken clouds
503,Gizo,SB,-8.103,156.8419,82.33,77,99,11.32,moderate rain
504,Evensk,RU,61.95,159.2333,17.85,59,100,6.42,overcast clouds
505,Toora-Khem,RU,52.4675,96.11,24.26,97,19,1.48,few clouds
506,Qurayyat,SA,31.3318,37.3428,66.2,22,0,6.91,clear sky
507,Chake Chake,TZ,-5.2459,39.7666,78.04,86,55,6.64,light rain
508,Chimbote,PE,-9.0853,-78.5783,72.18,78,100,9.44,overcast clouds
509,Hambantota,LK,6.1241,81.1185,75.2,100,40,3.44,scattered clouds
510,Monrovia,LR,6.3005,-10.7969,78.8,94,75,2.1,light rain
511,Puerto Narino,CO,-3.7703,-70.3831,80.6,89,75,3.44,moderate rain
512,Ife,NG,7.4667,4.5667,76.69,84,76,3.6,broken clouds
513,Port Hardy,CA,50.6996,-127.4199,46.4,71,75,5.75,light rain
514,Qingyuan,CN,23.7,113.0333,73.99,83,90,4.47,mist
515,Karangasem,ID,-8.45,115.6167,80.6,83,40,14.97,heavy intensity rain
516,Imbituba,BR,-28.24,-48.6703,69.8,88,75,2.3,broken clouds
517,Caucaia,BR,-3.7361,-38.6531,82.99,89,0,10.36,clear sky
518,Yar-Sale,RU,66.8333,70.8333,14.45,93,91,11.23,overcast clouds
519,Hilton Head Island,US,32.2163,-80.7526,75.2,38,1,9.22,clear sky
520,Adrar,MR,20.5022,-10.0711,79.83,17,31,9.64,scattered clouds
521,Honiara,SB,-9.4333,159.95,77.63,93,100,6.71,light rain
522,Maputo,MZ,-25.9653,32.5892,73.4,73,20,4.61,few clouds
523,Komatsu,JP,36.4026,136.4509,46.4,87,20,3.44,few clouds
524,Ko Samui,TH,9.5357,99.9357,83.19,74,79,9.89,broken clouds
525,Tianpeng,CN,30.9866,103.9393,59.0,100,40,4.32,mist
526,Itoman,JP,26.1247,127.6694,68.0,60,20,18.41,few clouds
527,Katsuura,JP,35.1333,140.3,51.8,66,75,12.66,broken clouds
528,Basco,PH,20.4487,121.9702,73.15,73,100,20.67,overcast clouds
529,Rodrigues Alves,BR,-7.738,-72.6509,89.6,66,40,3.44,scattered clouds
530,La Maddalena,IT,41.2142,9.4083,53.6,40,0,19.57,clear sky
531,Ambon,ID,-3.6954,128.1814,73.4,94,20,10.36,few clouds
532,Agadez,NE,19.75,10.25,80.4,6,0,7.85,clear sky
533,Ceres,US,37.5949,-120.9577,73.99,35,1,6.91,clear sky
534,Vardo,NO,70.3705,31.1107,33.8,69,75,25.32,broken clouds
535,Francistown,BW,-21.17,27.5079,65.34,55,0,17.22,clear sky
536,Soldotna,US,60.4878,-151.0583,30.99,34,1,4.61,clear sky
537,Suntar,RU,62.1444,117.6319,18.19,94,100,7.02,light snow
538,Chunoyar,RU,57.4467,97.3217,35.44,99,93,3.83,overcast clouds
539,Hammerfest,NO,70.6634,23.6821,33.8,86,75,9.22,light snow
540,Kodinsk,RU,58.6881,99.1844,32.86,98,72,4.03,broken clouds
541,Batemans Bay,AU,-35.7167,150.1833,69.01,97,50,2.39,scattered clouds
542,Umm Lajj,SA,25.0213,37.2685,78.21,50,0,5.03,clear sky
543,Tommot,RU,58.9564,126.2925,-0.62,89,26,2.39,scattered clouds
544,Kerema,PG,-7.9631,145.7785,81.55,72,100,0.94,overcast clouds
545,Turbat,PK,26.0023,63.044,77.43,8,0,9.44,clear sky
546,La Ronge,CA,55.1001,-105.2842,48.2,42,79,6.91,broken clouds
547,Lumeje,AO,-11.55,20.7833,69.62,64,92,3.85,overcast clouds
548,Hwange,ZW,-18.3693,26.5019,68.9,61,0,5.77,clear sky
549,Whyalla,AU,-33.0333,137.5833,57.2,94,0,4.61,clear sky
550,Carutapera,BR,-1.195,-46.02,77.99,83,68,7.81,broken clouds
551,Skibbereen,IE,51.55,-9.2667,37.4,65,20,5.75,few clouds
552,Oussouye,SN,12.485,-16.5469,78.8,88,0,7.94,clear sky
553,Shihezi,CN,44.3,86.0333,49.14,59,41,4.45,scattered clouds
554,Bolkhov,RU,53.4433,36.0044,38.79,88,100,7.34,light rain
555,Drumheller,CA,51.4617,-112.7101,62.6,17,9,6.91,clear sky
556,Nantucket,US,41.2835,-70.0995,43.0,87,97,13.06,overcast clouds
557,Ouadda,CF,8.0777,22.4007,76.1,19,76,3.36,broken clouds
558,Sibolga,ID,1.7427,98.7792,75.16,87,72,3.27,moderate rain
559,Kahului,US,20.8947,-156.47,78.8,53,40,18.41,scattered clouds
560,Orlik,RU,52.5178,99.825,13.75,89,42,1.86,scattered clouds
561,Moussoro,TD,13.6408,16.4901,85.41,14,6,9.64,clear sky
562,Xiaoweizhai,CN,26.1903,107.5125,57.69,98,100,2.28,overcast clouds
563,Oktyabrskiy,RU,54.4815,53.471,35.6,97,100,5.26,overcast clouds
564,Nagaur,IN,27.2,73.7333,69.66,54,17,8.7,few clouds
565,Madang,PG,-5.2246,145.7966,79.77,84,96,6.42,overcast clouds
566,Taltal,CL,-25.4,-70.4833,69.24,75,24,5.08,few clouds
567,Silver City,US,32.7701,-108.2803,75.2,7,1,28.77,clear sky
568,Dingle,PH,10.9995,122.6711,77.09,83,87,8.39,overcast clouds
569,Iroquois Falls,CA,48.7669,-80.6831,42.8,87,90,12.66,overcast clouds
570,Daru,PG,-9.0763,143.2092,81.01,78,100,2.01,light rain
571,Acapulco,MX,16.8634,-99.8901,86.0,62,20,11.5,few clouds
572,Koslan,RU,63.4564,48.8989,36.52,82,81,11.41,broken clouds
573,Hamina,FI,60.5697,27.1979,33.8,80,0,16.11,clear sky
574,Muhammadabad,IN,25.6333,83.75,77.36,14,3,6.71,clear sky
575,Sakakah,SA,29.9697,40.2064,69.8,11,0,16.11,clear sky
576,Mazamari,PE,-11.3258,-74.5308,71.31,96,100,0.74,overcast clouds
577,Gobabis,NA,-22.45,18.9667,66.45,58,76,12.08,broken clouds
578,Mansa,IN,29.9833,75.3833,66.83,65,74,11.59,broken clouds
579,Staryy Nadym,RU,65.6118,72.6842,26.76,94,100,15.52,overcast clouds
580,Vung Tau,VN,10.346,107.0843,80.4,77,87,18.19,overcast clouds
581,Moose Factory,CA,51.2585,-80.6094,42.8,75,90,5.75,overcast clouds
582,Colesberg,ZA,-30.72,25.0972,63.07,45,7,2.93,clear sky
583,Charters Towers,AU,-20.1,146.2667,79.68,60,34,6.49,scattered clouds
584,Aswan,EG,24.0934,32.907,77.56,10,1,8.43,clear sky
585,Hajnowka,PL,52.7433,23.5812,30.99,80,29,1.01,scattered clouds
586,Hengshui,CN,37.7322,115.7011,54.57,42,97,0.83,overcast clouds
587,Swan Hill,AU,-35.3378,143.5544,64.81,56,0,5.61,clear sky
588,Bowen,AU,-20.0167,148.2333,75.2,94,75,5.75,broken clouds
589,Sai Buri,TH,6.7013,101.6168,77.68,87,33,5.7,scattered clouds
590,Oranjemund,NA,-28.55,16.4333,59.47,92,2,6.73,clear sky
591,Athy,IE,52.9914,-6.9803,39.99,82,59,5.01,broken clouds
592,Ngunguru,NZ,-35.6167,174.5,70.0,71,100,4.0,overcast clouds
593,Abancay,PE,-13.6339,-72.8814,59.27,90,82,5.03,broken clouds
594,Bara,NG,10.3744,10.7288,85.1,14,78,7.56,broken clouds
595,Khasan,RU,42.4308,130.6434,43.23,45,9,12.71,clear sky
596,Alice Springs,AU,-23.7,133.8833,75.99,72,5,5.75,clear sky
597,Saint George,US,37.1041,-113.5841,73.0,8,1,18.41,clear sky
598,Visnes,NO,59.3556,5.2242,37.4,87,90,8.05,overcast clouds
599,Kuala Terengganu,MY,5.3302,103.1408,77.0,94,20,4.61,few clouds
600,Vila,PT,42.0304,-8.1588,50.0,76,11,5.99,few clouds
601,Kanniyakumari,IN,8.0833,77.5667,80.33,79,43,5.95,scattered clouds
602,Balkhash,KZ,46.844,74.9804,41.43,76,28,7.81,scattered clouds
603,Sandy Bay,AU,-42.913,147.3532,55.99,82,20,10.36,few clouds
604,Miracema Do Tocantins,BR,-9.5618,-48.3967,78.13,81,84,2.24,broken clouds
605,Hailar,CN,49.2,119.7,29.95,32,78,9.53,broken clouds
606,Yerbogachen,RU,61.2767,108.0108,33.39,93,100,5.32,overcast clouds
607,Bluefields,NI,12.0137,-83.7635,82.4,74,40,4.61,scattered clouds
608,Altay,CN,47.8667,88.1167,38.14,37,16,6.8,few clouds
609,Belmonte,BR,-15.8631,-38.8828,75.2,83,90,3.44,overcast clouds
610,Santiago,CL,-33.4569,-70.6483,75.2,46,0,5.75,clear sky
611,Gweta,BW,-20.1833,25.2333,75.24,38,38,15.23,scattered clouds
612,Bairiki,KI,1.3292,172.9752,75.2,88,90,20.71,moderate rain
613,Turmalina,BR,-17.2856,-42.73,66.69,82,96,3.71,overcast clouds
614,Kudahuvadhoo,MV,2.6708,72.8944,84.42,59,100,3.04,overcast clouds
615,Gallup,US,35.5281,-108.7426,66.2,5,1,21.85,clear sky
616,Bulawayo,ZW,-20.15,28.5833,58.75,65,0,13.33,clear sky
617,Tagusao,PH,9.1924,117.8141,78.48,79,100,3.44,overcast clouds
618,Esna,EG,25.2934,32.554,73.4,16,0,3.44,clear sky
619,Sosnogorsk,RU,63.6023,53.8817,35.44,78,100,7.11,overcast clouds
620,Astoria,US,46.1879,-123.8313,57.0,58,1,10.36,clear sky
621,Beyneu,KZ,45.3167,55.2,46.38,55,5,8.55,clear sky
622,Whitehorse,CA,60.7161,-135.0538,21.0,53,90,9.22,light snow
623,Najran,SA,17.4924,44.1277,66.2,22,7,3.33,clear sky
624,Lyuban,BY,52.7985,28.0048,34.12,81,100,3.6,light snow
625,Tekkali,IN,18.6167,84.2333,75.11,87,26,4.97,scattered clouds
626,San Pedro,PH,14.35,121.0167,81.0,89,20,1.14,few clouds
627,Tateyama,JP,34.9833,139.8667,51.8,66,75,12.66,broken clouds
628,Markova,UA,48.6758,24.4138,27.77,93,100,3.22,overcast clouds
629,Sioux Lookout,CA,50.1001,-91.917,53.6,32,20,9.22,few clouds
630,Elizabeth City,US,36.2946,-76.2511,64.4,32,1,9.22,clear sky
631,Chern,RU,53.4523,36.9145,38.01,87,100,9.4,overcast clouds
632,Pozo Colorado,PY,-23.4923,-58.7972,80.8,53,100,4.79,overcast clouds
633,Santiago Del Estero,AR,-27.7951,-64.2615,76.77,73,73,6.8,broken clouds
634,Ostroleka,PL,53.0862,21.5757,33.01,75,86,1.01,overcast clouds
635,Itarema,BR,-2.9248,-39.9167,80.4,78,99,12.8,overcast clouds
636,Bridlington,GB,54.0831,-0.1919,33.01,61,83,4.0,broken clouds
637,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,75.51,82,60,6.11,broken clouds
638,Maryborough,AU,-25.5333,152.7,73.99,86,92,4.0,overcast clouds
639,Poum,NC,-20.2333,164.0167,79.03,72,100,18.9,overcast clouds
640,Alenquer,BR,-1.9417,-54.7383,80.6,89,20,3.44,few clouds
641,Fairview,US,40.8126,-73.999,71.6,7,1,5.75,clear sky
642,Saint-Georges,GD,12.0564,-61.7485,82.4,74,20,13.8,few clouds
643,Kamaishi,JP,39.2667,141.8833,43.18,60,100,2.44,overcast clouds
644,Zinder,NE,13.8072,8.9881,83.68,12,5,6.73,clear sky
645,Iwanai,JP,42.9744,140.5089,40.82,60,100,7.05,overcast clouds
646,Bilma,NE,18.6853,12.9164,81.37,5,29,5.26,scattered clouds
647,Finnsnes,NO,69.2296,17.9811,30.2,93,90,17.27,snow
648,Ascension,US,30.2169,-90.9001,77.0,69,90,8.05,overcast clouds
649,Greensburg,US,40.3015,-79.5389,75.2,33,40,8.05,scattered clouds
650,Maceio,BR,-9.6658,-35.7353,77.0,83,0,5.75,clear sky
651,Taoudenni,ML,22.6783,-3.9836,83.52,12,1,8.59,clear sky
652,Araouane,ML,18.9048,-3.5265,81.82,7,0,7.7,clear sky
653,Bisho,ZA,-32.8472,27.4422,56.84,92,41,7.05,scattered clouds
654,Kyabe,TD,9.4515,18.9449,87.98,13,93,3.8,overcast clouds
655,Pontianak,ID,-0.0333,109.3333,75.2,100,40,3.0,mist
656,Shabqadar,PK,34.2139,71.5552,57.2,77,40,2.15,haze
657,Mwense,ZM,-10.3845,28.698,66.09,93,38,6.55,scattered clouds
658,Trybukhivtsi,UA,49.0436,25.4581,35.01,81,100,7.23,overcast clouds
659,Lusambo,CD,-4.9667,23.45,70.25,98,100,1.1,overcast clouds
660,Hutang,CN,31.5333,119.4833,48.99,85,100,10.0,light rain
661,Birao,CF,10.2849,22.7882,81.28,12,11,6.17,few clouds
662,Mae Hong Son,TH,19.3003,97.9685,67.66,88,61,0.96,broken clouds
663,Belyy Yar,RU,53.6039,91.3903,41.0,70,0,4.47,clear sky
664,Beloha,MG,-25.1667,45.05,71.02,74,59,7.87,broken clouds
665,Ingraj Bazar,IN,25.0,88.15,74.53,56,0,8.88,clear sky
666,Chapaevsk,RU,52.9813,49.7112,35.6,93,75,4.47,broken clouds
667,Campos Novos,BR,-27.4017,-51.225,60.58,76,51,3.33,broken clouds
668,Maldonado,UY,-34.6667,-54.9167,71.6,88,20,5.75,few clouds
669,Sandnessjoen,NO,66.0217,12.6316,37.4,65,40,21.85,scattered clouds
670,Faya,SA,18.3851,42.4509,66.2,45,0,2.15,clear sky
671,Flin Flon,CA,54.7682,-101.865,46.4,42,20,5.75,few clouds
672,Victor Harbor,AU,-35.5667,138.6167,66.99,77,0,5.75,clear sky
673,Nago,JP,26.5881,127.9761,68.0,68,20,9.22,few clouds
674,Sobolevo,RU,54.4299,31.8996,34.54,78,100,4.43,light snow
675,Oyem,GA,1.5995,11.5793,66.63,97,100,2.8,light rain
676,Katherine,AU,-14.4667,132.2667,71.6,88,40,1.14,scattered clouds
677,Namibe,AO,-15.1961,12.1522,78.39,78,76,4.05,broken clouds
678,Khilok,RU,51.3674,110.4676,27.03,81,6,2.19,clear sky
679,Austin,US,30.2672,-97.7431,84.2,48,40,26.46,scattered clouds
680,Emerald,AU,-23.5333,148.1667,73.4,88,90,14.97,overcast clouds
681,Sedam,IN,17.1773,77.2824,81.57,43,9,6.73,clear sky
682,Axim,GH,4.8699,-2.2405,79.95,88,9,4.38,clear sky
683,Novoraychikhinsk,RU,49.7798,129.594,19.38,48,100,17.72,overcast clouds
684,Motihari,IN,26.65,84.9167,74.52,16,0,8.08,clear sky
685,Nouakchott,MR,18.0858,-15.9785,75.2,64,0,14.97,clear sky
686,Pundaguitan,PH,6.3711,126.1689,80.58,78,90,6.53,overcast clouds
